emp_no,first_name,last_name,title,from_date,to_date,birth_date
55687,Shih,Lindqvist,Senior Engineer,1995-03-29,9999-01-01,1965-01-02
56209,Remzi,Douceur,Engineer,1992-12-01,9999-01-01,1965-01-19
55799,Jianwen,Litzler,Engineer,1987-06-17,9999-01-01,1965-01-23
55799,Jianwen,Litzler,Senior Engineer,1993-06-16,9999-01-01,1965-01-23
55857,Adin,Scallan,Senior Staff,1996-09-14,9999-01-01,1965-01-18
55857,Adin,Scallan,Staff,1987-09-15,9999-01-01,1965-01-18
56209,Remzi,Douceur,Senior Engineer,1998-12-01,9999-01-01,1965-01-19
56105,Makato,Remmers,Engineer,1989-04-16,9999-01-01,1965-01-11
56105,Makato,Remmers,Senior Engineer,1994-04-16,9999-01-01,1965-01-11
56682,Roded,Picco,Assistant Engineer,1993-11-06,9999-01-01,1965-01-28
56415,Sigeru,Nivat,Senior Staff,1999-10-24,9999-01-01,1965-01-30
56415,Sigeru,Nivat,Staff,1991-10-24,9999-01-01,1965-01-30
56428,Olivera,Hanabata,Senior Staff,1992-11-09,9999-01-01,1965-01-27
56428,Olivera,Hanabata,Staff,1986-11-10,9999-01-01,1965-01-27
57934,Sanjoy,Boudaillier,Engineer,1989-12-27,9999-01-01,1965-01-25
56829,Nagui,Gruenwald,Engineer,1995-12-24,9999-01-01,1965-01-09
56847,Menkae,Chinin,Senior Engineer,1989-08-19,9999-01-01,1965-01-14
57934,Sanjoy,Boudaillier,Senior Engineer,1997-12-27,9999-01-01,1965-01-25
58454,Ziya,Zambonelli,Engineer,1999-06-29,9999-01-01,1965-01-25
58141,Bezalel,Karner,Staff,1994-09-27,9999-01-01,1965-01-05
58147,Shigenori,Sullins,Senior Staff,1988-02-24,9999-01-01,1965-01-09
58497,Yechiam,Cairo,Senior Staff,1996-07-12,9999-01-01,1965-01-22
58384,Mariusz,Vural,Engineer,1993-11-14,9999-01-01,1965-01-22
58384,Mariusz,Vural,Senior Engineer,2001-11-14,9999-01-01,1965-01-22
58819,Gennady,Liesche,Senior Staff,1987-12-02,9999-01-01,1965-01-04
60000,Heekeun,Emmart,Assistant Engineer,1995-09-23,9999-01-01,1965-01-16
58990,Palash,Trelles,Engineer,1998-11-18,9999-01-01,1965-01-04
59195,Ronnie,Pollock,Technique Leader,1990-06-19,9999-01-01,1965-01-08
59640,Zita,Hiltgen,Staff,1999-01-26,9999-01-01,1965-01-18
59869,Zsolt,Riefers,Senior Staff,1994-09-25,9999-01-01,1965-02-01
59869,Zsolt,Riefers,Staff,1987-09-25,9999-01-01,1965-02-01
60000,Heekeun,Emmart,Engineer,2001-09-22,9999-01-01,1965-01-16
60091,Surveyors,Bade,Senior Staff,1996-04-10,9999-01-01,1965-02-01
59966,Steen,Salvesen,Technique Leader,1993-02-03,9999-01-01,1965-01-28
60091,Surveyors,Bade,Staff,1990-04-11,9999-01-01,1965-02-01
60559,Jeanna,Stemann,Engineer,1988-08-29,9999-01-01,1965-01-19
60238,Erzsebet,Claffy,Staff,1997-03-03,9999-01-01,1965-01-23
60559,Jeanna,Stemann,Senior Engineer,1996-08-29,9999-01-01,1965-01-19
60875,Rildo,Masaki,Engineer,1990-01-14,9999-01-01,1965-01-21
60821,Moty,Mersereau,Senior Staff,1999-09-03,9999-01-01,1965-01-02
60821,Moty,Mersereau,Staff,1991-09-03,9999-01-01,1965-01-02
60845,Bedir,Siegrist,Engineer,1997-05-13,9999-01-01,1965-01-14
60875,Rildo,Masaki,Senior Engineer,1997-01-14,9999-01-01,1965-01-21
60959,Tetsushi,Sridhar,Senior Staff,1997-01-12,9999-01-01,1965-01-09
60959,Tetsushi,Sridhar,Staff,1989-01-12,9999-01-01,1965-01-09
61147,Leszek,Werthner,Staff,1999-03-03,9999-01-01,1965-01-30
61253,Cheong,Uhrik,Engineer,1996-06-04,9999-01-01,1965-01-09
61253,Cheong,Uhrik,Senior Engineer,2001-06-04,9999-01-01,1965-01-09
61541,Kasidit,Papsdorf,Engineer,1993-08-17,9999-01-01,1965-01-08
61377,Dannz,Ohori,Senior Staff,1994-01-17,9999-01-01,1965-01-01
61377,Dannz,Ohori,Staff,1988-01-18,9999-01-01,1965-01-01
61541,Kasidit,Papsdorf,Senior Engineer,1999-08-17,9999-01-01,1965-01-08
62033,Heeju,Cappelli,Engineer,1987-01-15,9999-01-01,1965-01-24
61873,Woody,Rusmann,Assistant Engineer,1993-02-26,9999-01-01,1965-01-19
61873,Woody,Rusmann,Engineer,2002-02-26,9999-01-01,1965-01-19
62033,Heeju,Cappelli,Senior Engineer,1994-01-15,9999-01-01,1965-01-24
62046,Karlis,Nanard,Engineer,1992-09-19,9999-01-01,1965-01-31
62046,Karlis,Nanard,Senior Engineer,2001-09-19,9999-01-01,1965-01-31
63294,Tetsushi,Tanemo,Engineer,1997-03-01,9999-01-01,1965-01-23
62245,Adel,Bressoud,Engineer,1995-08-30,9999-01-01,1965-01-01
63294,Tetsushi,Tanemo,Senior Engineer,2002-03-01,9999-01-01,1965-01-23
63566,Heekeun,Slaats,Senior Staff,1999-01-12,9999-01-01,1965-01-31
63419,Hiroyasu,Seuren,Senior Engineer,1989-03-05,9999-01-01,1965-01-14
63441,Hinrich,Scallan,Staff,1999-04-04,9999-01-01,1965-01-15
63631,Falguni,Cherinka,Senior Engineer,1986-09-08,9999-01-01,1965-01-22
64209,Golgen,Schoegge,Senior Staff,1988-02-26,9999-01-01,1965-01-24
63706,Sedat,Itzigehl,Engineer,1997-07-31,9999-01-01,1965-01-26
64023,Laurentiu,Benzmuller,Senior Engineer,1999-11-08,9999-01-01,1965-01-11
64632,Zsolt,Brender,Senior Staff,1996-02-21,9999-01-01,1965-01-07
64487,Tsutomu,Rebaine,Engineer,1986-09-17,9999-01-01,1965-01-27
64487,Tsutomu,Rebaine,Senior Engineer,1994-09-17,9999-01-01,1965-01-27
64532,Atilio,Segond,Engineer,1990-11-29,9999-01-01,1965-01-23
64532,Atilio,Segond,Senior Engineer,1996-11-28,9999-01-01,1965-01-23
64984,Eldridge,Eldridge,Engineer,1986-06-24,9999-01-01,1965-01-06
64790,Shin,Piveteau,Engineer,1985-04-19,9999-01-01,1965-01-29
64790,Shin,Piveteau,Senior Engineer,1993-04-19,9999-01-01,1965-01-29
64828,Krister,Pappas,Staff,1999-09-30,9999-01-01,1965-01-27
64984,Eldridge,Eldridge,Senior Engineer,1991-06-24,9999-01-01,1965-01-06
65998,Mandell,Alameldin,Senior Staff,1996-04-08,9999-01-01,1965-01-09
65171,Jeane,Tasistro,Technique Leader,1994-07-06,9999-01-01,1965-01-25
65539,Aksel,Picaronny,Engineer,1991-01-27,9999-01-01,1965-01-23
65539,Aksel,Picaronny,Senior Engineer,1998-01-27,9999-01-01,1965-01-23
65998,Mandell,Alameldin,Staff,1989-04-08,9999-01-01,1965-01-09
66382,Domenico,Candan,Engineer,1997-07-13,9999-01-01,1965-01-04
65883,Patricia,Pepe,Senior Staff,1996-04-18,9999-01-01,1965-01-07
65883,Patricia,Pepe,Staff,1991-04-19,9999-01-01,1965-01-07
66643,Jianhao,Tomescu,Engineer,1996-08-26,9999-01-01,1965-01-18
66702,Deniz,Thibadeau,Engineer,1994-09-27,9999-01-01,1965-02-01
66530,Dung,Leaver,Staff,1998-04-04,9999-01-01,1965-01-29
66702,Deniz,Thibadeau,Senior Engineer,2000-09-26,9999-01-01,1965-02-01
66757,Yonghong,Baig,Staff,1999-04-10,9999-01-01,1965-01-16
66807,Aiman,Rosaz,Engineer,1990-05-22,9999-01-01,1965-01-21
66807,Aiman,Rosaz,Senior Engineer,1999-05-22,9999-01-01,1965-01-21
67934,Aiman,Gargeya,Engineer,1985-03-07,9999-01-01,1965-01-07
67320,Sadok,Lorys,Senior Staff,1987-05-10,9999-01-01,1965-01-18
67548,Fumitaka,Roohalamini,Staff,1998-06-27,9999-01-01,1965-01-11
67934,Aiman,Gargeya,Senior Engineer,1993-03-07,9999-01-01,1965-01-07
68416,Munenori,Debuse,Senior Engineer,1990-11-08,9999-01-01,1965-01-27
69052,Shietung,Shrader,Senior Staff,1995-08-05,9999-01-01,1965-01-26
68608,Yucai,Seghrouchni,Engineer,1989-06-09,9999-01-01,1965-01-26
68608,Yucai,Seghrouchni,Senior Engineer,1994-06-09,9999-01-01,1965-01-26
68633,Chinhyun,Rassart,Senior Engineer,1993-07-29,9999-01-01,1965-01-28
68648,Jaques,DiGiano,Technique Leader,1992-04-01,9999-01-01,1965-01-25
69867,Miyeon,Rothe,Senior Staff,1997-04-08,9999-01-01,1965-01-22
69219,Shuky,Redmiles,Senior Staff,1994-07-06,9999-01-01,1965-01-09
69867,Miyeon,Rothe,Staff,1991-04-09,9999-01-01,1965-01-22
69878,Chinya,Cooke,Engineer,1997-01-29,9999-01-01,1965-01-24
69936,Lalit,Unni,Assistant Engineer,1998-12-06,9999-01-01,1965-01-23
70990,Arumugam,Nitta,Senior Engineer,1990-03-23,9999-01-01,1965-01-22
70469,Tru,Miyakawa,Senior Staff,1998-09-03,9999-01-01,1965-01-12
70469,Tru,Miyakawa,Staff,1990-09-03,9999-01-01,1965-01-12
71066,Domenick,Basart,Senior Staff,2001-01-04,9999-01-01,1965-01-27
71141,Sajjad,Vitiello,Senior Staff,1997-02-16,9999-01-01,1965-01-02
71141,Sajjad,Vitiello,Staff,1992-02-17,9999-01-01,1965-01-02
71066,Domenick,Basart,Staff,1996-01-05,9999-01-01,1965-01-27
71243,Kinh,Buchter,Engineer,1986-03-29,9999-01-01,1965-01-10
71188,Pranjal,Schapiro,Senior Staff,1993-12-14,9999-01-01,1965-01-02
71188,Pranjal,Schapiro,Staff,1986-12-14,9999-01-01,1965-01-02
71243,Kinh,Buchter,Senior Engineer,1993-03-29,9999-01-01,1965-01-10
71334,Cathie,Peck,Engineer,1993-04-12,9999-01-01,1965-01-15
71334,Cathie,Peck,Senior Engineer,1998-04-12,9999-01-01,1965-01-15
71685,Kristinn,Olano,Senior Engineer,1989-10-03,9999-01-01,1965-01-01
71710,Hitomi,Takanami,Assistant Engineer,1997-12-15,9999-01-01,1965-01-31
71745,Adil,Laventhal,Assistant Engineer,1992-05-13,9999-01-01,1965-01-02
71745,Adil,Laventhal,Engineer,2001-05-13,9999-01-01,1965-01-02
72232,Naraig,Veldwijk,Engineer,1989-07-10,9999-01-01,1965-01-10
72232,Naraig,Veldwijk,Senior Engineer,1996-07-10,9999-01-01,1965-01-10
72640,Honglan,Hutton,Engineer,1993-10-04,9999-01-01,1965-01-24
72190,Sajjad,Waeselynck,Engineer,1999-09-13,9999-01-01,1965-01-19
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,9999-01-01,1965-01-26
72640,Honglan,Hutton,Senior Engineer,1998-10-04,9999-01-01,1965-01-24
72918,Takahira,Szilard,Senior Staff,1993-01-15,9999-01-01,1965-01-22
72918,Takahira,Szilard,Staff,1988-01-16,9999-01-01,1965-01-22
73076,Froduald,Feldhoffer,Senior Engineer,1993-03-16,9999-01-01,1965-01-22
74200,Holgard,Weiland,Senior Engineer,1991-09-24,9999-01-01,1965-01-16
73233,Shigeo,Merey,Senior Engineer,1985-07-30,9999-01-01,1965-01-15
73516,Qingxiang,Badache,Engineer,1989-06-25,9999-01-01,1965-01-14
73516,Qingxiang,Badache,Senior Engineer,1996-06-25,9999-01-01,1965-01-14
73743,Anneke,Bernardeschi,Engineer,1999-11-01,9999-01-01,1965-01-15
74668,Masako,Bonifati,Senior Staff,1987-04-09,9999-01-01,1965-01-01
74344,Hiroyasu,Provine,Engineer,1994-11-25,9999-01-01,1965-02-01
75354,Shuky,Jakobus,Engineer,1986-06-16,9999-01-01,1965-01-11
74800,Yuuichi,Conde,Assistant Engineer,1989-03-08,9999-01-01,1965-01-25
74800,Yuuichi,Conde,Engineer,1994-03-08,9999-01-01,1965-01-25
74800,Yuuichi,Conde,Senior Engineer,1999-03-08,9999-01-01,1965-01-25
75354,Shuky,Jakobus,Senior Engineer,1993-06-16,9999-01-01,1965-01-11
75703,Kyoichi,Erman,Engineer,1996-07-25,9999-01-01,1965-01-08
75703,Kyoichi,Erman,Senior Engineer,2001-07-25,9999-01-01,1965-01-08
76189,Kolar,Hinsberger,Engineer,1986-10-20,9999-01-01,1965-01-02
76189,Kolar,Hinsberger,Senior Engineer,1994-10-20,9999-01-01,1965-01-02
77303,Xinglin,Birge,Senior Staff,2001-03-05,9999-01-01,1965-01-18
76201,Arif,Preusig,Senior Engineer,1992-04-02,9999-01-01,1965-01-10
76640,Tristan,Mitsuhashi,Engineer,1994-07-13,9999-01-01,1965-01-02
76640,Tristan,Mitsuhashi,Senior Engineer,2000-07-12,9999-01-01,1965-01-02
77030,Faiza,Garnham,Technique Leader,1986-03-02,9999-01-01,1965-01-02
77303,Xinglin,Birge,Staff,1992-03-05,9999-01-01,1965-01-18
77815,Ronghao,Picaronny,Assistant Engineer,1993-06-09,9999-01-01,1965-01-21
77647,Niranjan,Schaaf,Technique Leader,1989-11-05,9999-01-01,1965-01-07
77815,Ronghao,Picaronny,Engineer,2002-06-09,9999-01-01,1965-01-21
78469,Leucio,Cappelli,Staff,1997-08-22,9999-01-01,1965-01-28
78106,Ashish,Ratnaker,Senior Staff,1986-11-10,9999-01-01,1965-01-09
79310,Jeong,Cunliffe,Senior Staff,1996-10-27,9999-01-01,1965-01-24
78363,Susumu,Fritzsche,Engineer,1998-06-23,9999-01-01,1965-01-03
78871,Conor,Ghandeharizadeh,Senior Engineer,1985-05-25,9999-01-01,1965-01-15
79043,Katsuo,Hockney,Technique Leader,1999-11-07,9999-01-01,1965-01-24
79763,Sanjoy,Barreiro,Senior Staff,1996-04-09,9999-01-01,1965-01-20
79171,Guiseppe,Ellozy,Senior Engineer,1991-01-12,9999-01-01,1965-01-19
79606,Arnd,Peir,Senior Engineer,1986-12-11,9999-01-01,1965-01-03
79763,Sanjoy,Barreiro,Staff,1988-04-09,9999-01-01,1965-01-20
80067,Kazuhisa,Weiland,Senior Staff,1991-11-09,9999-01-01,1965-01-19
79895,Fei,Murtagh,Senior Staff,1986-01-19,9999-01-01,1965-01-30
80067,Kazuhisa,Weiland,Staff,1985-11-09,9999-01-01,1965-01-19
80432,Stella,Figueira,Senior Staff,1998-03-14,9999-01-01,1965-01-17
80203,Shakhar,Baik,Staff,1993-12-01,9999-01-01,1965-01-22
80432,Stella,Figueira,Staff,1990-03-14,9999-01-01,1965-01-17
80731,Shaowen,Eldridge,Senior Staff,1994-12-05,9999-01-01,1965-01-25
80731,Shaowen,Eldridge,Staff,1987-12-05,9999-01-01,1965-01-25
80889,Shigeo,Linnainmaa,Senior Engineer,1985-07-30,9999-01-01,1965-01-07
80948,Harjit,Bardell,Engineer,1991-05-24,9999-01-01,1965-01-27
80850,Koldo,Luit,Engineer,1995-04-16,9999-01-01,1965-02-01
80850,Koldo,Luit,Senior Engineer,2001-04-15,9999-01-01,1965-02-01
80948,Harjit,Bardell,Senior Engineer,1996-05-23,9999-01-01,1965-01-27
81644,Divine,Ghandeharizadeh,Staff,1997-11-28,9999-01-01,1965-01-05
81105,Jaewon,Boissier,Engineer,1992-05-24,9999-01-01,1965-01-14
81105,Jaewon,Boissier,Senior Engineer,1998-05-24,9999-01-01,1965-01-14
81545,Larisa,Kornyak,Technique Leader,1996-03-10,9999-01-01,1965-01-13
81995,Sreekrishna,Brender,Engineer,1990-03-22,9999-01-01,1965-01-10
81995,Sreekrishna,Brender,Senior Engineer,1996-03-21,9999-01-01,1965-01-10
82351,Stevo,Thambidurai,Senior Staff,1989-10-27,9999-01-01,1965-01-26
82069,Yechezkel,Perfilyeva,Engineer,1994-11-03,9999-01-01,1965-01-20
82069,Yechezkel,Perfilyeva,Senior Engineer,2000-11-02,9999-01-01,1965-01-20
82098,Poornachandra,Wilharm,Engineer,1991-04-20,9999-01-01,1965-01-25
82098,Poornachandra,Wilharm,Senior Engineer,1998-04-20,9999-01-01,1965-01-25
82919,Shigeu,Claffy,Engineer,1998-02-03,9999-01-01,1965-01-05
82511,Uwe,Koblick,Engineer,1998-04-04,9999-01-01,1965-01-27
82928,Alselm,Rikino,Engineer,1990-11-16,9999-01-01,1965-01-27
82928,Alselm,Rikino,Senior Engineer,1997-11-16,9999-01-01,1965-01-27
83280,Francesca,Ellozy,Senior Engineer,1999-08-08,9999-01-01,1965-01-07
83289,Shigeichiro,Engelmann,Engineer,1994-01-09,9999-01-01,1965-01-09
83289,Shigeichiro,Engelmann,Senior Engineer,2000-01-09,9999-01-01,1965-01-09
83509,Breannda,Collavizza,Engineer,1989-10-12,9999-01-01,1965-01-04
83509,Breannda,Collavizza,Senior Engineer,1994-10-12,9999-01-01,1965-01-04
83544,Leaf,Baak,Senior Staff,2001-09-05,9999-01-01,1965-01-18
83544,Leaf,Baak,Staff,1994-09-05,9999-01-01,1965-01-18
83805,Manohar,Harllee,Senior Engineer,1987-03-11,9999-01-01,1965-01-23
83941,Zsolt,Hagimont,Senior Staff,2001-10-08,9999-01-01,1965-01-11
83714,Ohad,Kilgore,Engineer,1990-07-01,9999-01-01,1965-01-27
83714,Ohad,Kilgore,Senior Engineer,1997-07-01,9999-01-01,1965-01-27
83941,Zsolt,Hagimont,Staff,1996-10-08,9999-01-01,1965-01-11
84029,Babette,Eugenio,Staff,1997-09-21,9999-01-01,1965-01-27
84315,Kristina,Baumann,Assistant Engineer,1996-09-26,9999-01-01,1965-01-23
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,9999-01-01,1965-01-25
84451,Shiv,Aumann,Senior Engineer,1998-06-14,9999-01-01,1965-01-20
84236,Eberhardt,Barriga,Senior Staff,1993-06-03,9999-01-01,1965-01-18
84236,Eberhardt,Barriga,Staff,1987-06-04,9999-01-01,1965-01-18
84508,Tommaso,Vidya,Engineer,1998-05-02,9999-01-01,1965-01-17
84840,Sverrir,Neimat,Staff,1996-11-03,9999-01-01,1965-01-14
84922,Parke,Unno,Engineer,1996-07-01,9999-01-01,1965-01-22
85288,Younwoo,Luders,Engineer,1995-03-31,9999-01-01,1965-01-06
84942,Shin,Fujisaki,Technique Leader,1988-02-23,9999-01-01,1965-01-15
85288,Younwoo,Luders,Senior Engineer,2002-03-31,9999-01-01,1965-01-06
85414,Chiradeep,Callaway,Staff,1999-07-30,9999-01-01,1965-01-14
85216,Ferdinand,Rosiles,Senior Staff,1997-07-08,9999-01-01,1965-01-18
85702,Udi,Merks,Engineer,1997-08-15,9999-01-01,1965-01-04
85445,Yongdong,Pollock,Staff,1998-03-17,9999-01-01,1965-01-09
85874,Pasqua,Taubman,Senior Staff,1986-06-23,9999-01-01,1965-01-30
86213,Kristine,Clemencon,Senior Staff,1996-04-21,9999-01-01,1965-01-28
86213,Kristine,Clemencon,Staff,1990-04-22,9999-01-01,1965-01-28
86422,Jaewon,Thummel,Senior Staff,1992-09-14,9999-01-01,1965-02-01
86422,Jaewon,Thummel,Staff,1985-09-14,9999-01-01,1965-02-01
86546,Oldrich,Woycyznski,Engineer,1985-05-15,9999-01-01,1965-01-09
86354,Ronghao,Segond,Senior Engineer,1993-09-13,9999-01-01,1965-01-27
86546,Oldrich,Woycyznski,Senior Engineer,1990-05-15,9999-01-01,1965-01-09
87353,Quingbo,Coombs,Senior Engineer,1999-01-17,9999-01-01,1965-01-07
86655,Zhenhua,Lorys,Engineer,1995-08-21,9999-01-01,1965-01-01
86672,JoAnne,Anido,Staff,1995-09-15,9999-01-01,1965-01-15
87129,Keung,Neiman,Staff,1997-04-13,9999-01-01,1965-01-16
88103,Goo,Bresenham,Senior Staff,1999-01-31,9999-01-01,1965-01-09
87714,Khun,Janetzko,Assistant Engineer,1989-09-13,9999-01-01,1965-01-16
87714,Khun,Janetzko,Engineer,1998-09-13,9999-01-01,1965-01-16
87729,Yongmin,Roccetti,Senior Staff,1991-12-10,9999-01-01,1965-01-24
87729,Yongmin,Roccetti,Staff,1986-12-10,9999-01-01,1965-01-24
87783,Conor,Thorensen,Senior Engineer,1988-02-24,9999-01-01,1965-01-26
88411,Lena,Cannane,Engineer,2000-01-28,9999-01-01,1965-01-31
88422,Jungsoon,Birsak,Technique Leader,1985-04-03,9999-01-01,1965-01-28
88958,Vojin,Coombs,Senior Staff,2002-07-23,9999-01-01,1965-01-22
88647,Vasiliy,Ratnaker,Engineer,1995-08-09,9999-01-01,1965-01-10
88958,Vojin,Coombs,Staff,1995-07-23,9999-01-01,1965-01-22
88965,Mang,Hedayat,Engineer,1995-05-22,9999-01-01,1965-01-20
89048,Otmar,Birjandi,Engineer,1985-03-23,9999-01-01,1965-01-24
89048,Otmar,Birjandi,Senior Engineer,1992-03-23,9999-01-01,1965-01-24
89161,Conal,Yetto,Senior Staff,1999-01-12,9999-01-01,1965-01-07
89090,Tetsushi,Theuretzbacher,Senior Staff,1995-02-01,9999-01-01,1965-01-26
89090,Tetsushi,Theuretzbacher,Staff,1990-02-01,9999-01-01,1965-01-26
89161,Conal,Yetto,Staff,1991-01-12,9999-01-01,1965-01-07
89207,Along,Erol,Senior Staff,1999-10-17,9999-01-01,1965-01-15
89207,Along,Erol,Staff,1992-10-16,9999-01-01,1965-01-15
89806,Xiadong,Shinomoto,Engineer,1997-05-24,9999-01-01,1965-01-27
89346,Mansur,Comyn,Engineer,1999-08-31,9999-01-01,1965-01-13
89590,Guther,Rothenberg,Senior Staff,2000-08-07,9999-01-01,1965-01-27
89590,Guther,Rothenberg,Staff,1991-08-08,9999-01-01,1965-01-27
89806,Xiadong,Shinomoto,Senior Engineer,2002-05-24,9999-01-01,1965-01-27
89922,Alexius,Ibel,Engineer,1988-04-24,9999-01-01,1965-01-26
89664,Pranjal,Rossi,Staff,1998-07-07,9999-01-01,1965-01-20
89680,Aiman,Mawatari,Engineer,1988-05-01,9999-01-01,1965-01-27
89680,Aiman,Mawatari,Senior Engineer,1997-05-01,9999-01-01,1965-01-27
89922,Alexius,Ibel,Senior Engineer,1993-04-24,9999-01-01,1965-01-26
89941,Arnould,Weedman,Senior Staff,1989-07-28,9999-01-01,1965-01-23
90292,Koichi,Assaf,Engineer,1990-05-26,9999-01-01,1965-01-09
90077,Vivian,Guerreiro,Assistant Engineer,1991-07-08,9999-01-01,1965-01-24
90077,Vivian,Guerreiro,Engineer,1998-07-08,9999-01-01,1965-01-24
90084,Renny,Bale,Engineer,1989-11-22,9999-01-01,1965-01-01
90084,Renny,Bale,Senior Engineer,1996-11-22,9999-01-01,1965-01-01
90211,Bader,Denis,Engineer,1997-10-06,9999-01-01,1965-01-15
90292,Koichi,Assaf,Senior Engineer,1998-05-26,9999-01-01,1965-01-09
90614,Yonghoan,Trogemann,Assistant Engineer,1988-09-23,9999-01-01,1965-01-29
90518,Fumiko,Chepyzhov,Senior Staff,1997-01-27,9999-01-01,1965-01-24
90518,Fumiko,Chepyzhov,Staff,1988-01-28,9999-01-01,1965-01-24
90614,Yonghoan,Trogemann,Engineer,1997-09-23,9999-01-01,1965-01-29
91172,Kazuhisa,Melter,Senior Staff,1993-07-15,9999-01-01,1965-01-19
90692,Rajmohan,DasSarma,Senior Staff,1990-09-14,9999-01-01,1965-01-03
90692,Rajmohan,DasSarma,Staff,1985-09-14,9999-01-01,1965-01-03
91172,Kazuhisa,Melter,Staff,1987-07-16,9999-01-01,1965-01-19
91182,Lucien,Schwartzburd,Engineer,1988-08-25,9999-01-01,1965-01-04
91182,Lucien,Schwartzburd,Senior Engineer,1994-08-25,9999-01-01,1965-01-04
91229,Yahiko,Hebden,Engineer,1996-10-03,9999-01-01,1965-01-01
91229,Yahiko,Hebden,Senior Engineer,2001-10-03,9999-01-01,1965-01-01
91256,Gunilla,Milicic,Staff,1998-01-09,9999-01-01,1965-01-13
91415,Jamaludin,Nilsson,Senior Staff,1994-01-15,9999-01-01,1965-01-04
91415,Jamaludin,Nilsson,Staff,1987-01-15,9999-01-01,1965-01-04
92841,Claude,Candan,Senior Staff,1993-08-04,9999-01-01,1965-01-22
91333,Lobel,Stafford,Staff,1998-11-29,9999-01-01,1965-01-27
91648,Dmitry,Msuda,Senior Staff,1997-10-22,9999-01-01,1965-01-29
91648,Dmitry,Msuda,Staff,1988-10-22,9999-01-01,1965-01-29
92438,Aria,Kilgore,Engineer,1989-02-27,9999-01-01,1965-01-04
92438,Aria,Kilgore,Senior Engineer,1996-02-28,9999-01-01,1965-01-04
92454,Visit,McFarlan,Engineer,1987-10-22,9999-01-01,1965-01-24
92454,Visit,McFarlan,Senior Engineer,1996-10-21,9999-01-01,1965-01-24
92577,Zhanqiu,Farrow,Assistant Engineer,1999-01-10,9999-01-01,1965-01-06
92598,Ranga,Merro,Assistant Engineer,1996-05-11,9999-01-01,1965-01-18
92685,Mang,Atchley,Senior Staff,1995-06-07,9999-01-01,1965-01-26
92846,Anyuan,Kropatsch,Senior Staff,1993-09-05,9999-01-01,1965-01-11
92846,Anyuan,Kropatsch,Staff,1986-09-05,9999-01-01,1965-01-11
92920,Huei,Hutter,Engineer,1993-01-28,9999-01-01,1965-01-20
92920,Huei,Hutter,Senior Engineer,2000-01-29,9999-01-01,1965-01-20
93220,Richara,Walston,Senior Engineer,1996-08-27,9999-01-01,1965-01-11
93040,Jaques,Kabayashi,Senior Engineer,1992-03-13,9999-01-01,1965-01-19
94331,Ramzi,Cronau,Technique Leader,1999-09-03,9999-01-01,1965-01-26
93278,Magdalena,Penn,Engineer,1997-01-04,9999-01-01,1965-02-01
93278,Magdalena,Penn,Senior Engineer,2002-01-04,9999-01-01,1965-02-01
93549,Arie,Coullard,Senior Staff,1998-04-15,9999-01-01,1965-02-01
93549,Arie,Coullard,Staff,1991-04-15,9999-01-01,1965-02-01
93600,Kristina,Neimat,Technique Leader,1988-04-18,9999-01-01,1965-01-13
94944,Heping,Matheson,Engineer,1988-06-24,9999-01-01,1965-01-13
94416,Aran,Cesareni,Senior Staff,1990-02-10,9999-01-01,1965-01-01
94761,Hitofumi,Zaccaria,Engineer,1988-11-22,9999-01-01,1965-01-27
94761,Hitofumi,Zaccaria,Senior Engineer,1997-11-22,9999-01-01,1965-01-27
94944,Heping,Matheson,Senior Engineer,1997-06-24,9999-01-01,1965-01-13
95286,Kristin,Guerreiro,Engineer,1989-08-23,9999-01-01,1965-01-18
95181,Yishai,Cappelli,Staff,1997-01-30,9999-01-01,1965-01-28
95406,Alair,Lyonns,Engineer,1997-07-12,9999-01-01,1965-01-08
95416,Gianluca,Ramaiah,Engineer,1993-11-29,9999-01-01,1965-01-13
95509,Kristinn,Loncour,Engineer,1995-02-08,9999-01-01,1965-01-11
95286,Kristin,Guerreiro,Senior Engineer,1997-08-23,9999-01-01,1965-01-18
95314,Rasiah,Koblick,Senior Staff,1999-08-21,9999-01-01,1965-01-22
95314,Rasiah,Koblick,Staff,1991-08-21,9999-01-01,1965-01-22
96767,Arumugam,Vecchio,Engineer,1985-08-14,9999-01-01,1965-01-07
95920,Nobuyoshi,Hegner,Senior Staff,2001-09-07,9999-01-01,1965-01-19
95920,Nobuyoshi,Hegner,Staff,1994-09-07,9999-01-01,1965-01-19
96571,Kokou,Garrabrants,Senior Engineer,1997-11-05,9999-01-01,1965-01-13
96579,Mohan,Tasistro,Engineer,1996-02-10,9999-01-01,1965-01-18
96767,Arumugam,Vecchio,Senior Engineer,1992-08-14,9999-01-01,1965-01-07
97661,Avishai,Hegner,Senior Staff,2002-05-08,9999-01-01,1965-01-31
97018,Jeanna,Chinen,Engineer,1989-01-01,9999-01-01,1965-01-09
97018,Jeanna,Chinen,Senior Engineer,1994-01-01,9999-01-01,1965-01-09
97661,Avishai,Hegner,Staff,1993-05-08,9999-01-01,1965-01-31
98639,Florina,Assaf,Staff,1996-05-18,9999-01-01,1965-01-29
97623,Haldon,Janetzko,Senior Staff,1996-09-10,9999-01-01,1965-01-25
