first_name,last_name,from_date,count
Charmane,Rodite,1992-11-14,2
Chenye,Slaats,1992-11-14,2
Elliott,Stafford,1992-11-14,2
Elrique,Dredge,1992-11-14,2
Florian,Rijsenbrij,1992-11-14,2
Gererd,Ballarin,1992-11-14,2
Henk,Muhlberg,1992-11-14,2
Hitomi,Khalid,1992-11-14,2
Kiyotoshi,Encarnacion,1992-11-14,2
Mari,Strandh,1992-11-14,2
Mircea,Lupu,1992-11-14,2
Paris,Hiraishi,1992-11-14,2
Percy,Luke,1992-11-14,2
Percy,Yurov,1992-11-14,2
Peternela,Tsunoo,1992-11-14,2
Poornachandra,Manders,1992-11-14,2
Reuven,Slutz,1992-11-14,2
Rildo,Kampfer,1992-11-14,2
Satyanarayana,Ritzmann,1992-11-14,2
Shahaf,Dehkordi,1992-11-14,2
Shigehito,Rosen,1992-11-14,2
Soenke,Sundgren,1992-11-14,2
Szabolcs,Usdin,1992-11-14,2
Tesuro,Suppi,1992-11-14,2
Tonny,Coors,1992-11-14,2
Toshimo,Acton,1992-11-14,2
Tze,Kalorkoti,1992-11-14,2
Vidya,Sridhar,1992-11-14,2
Willard,Greenaway,1992-11-14,2
Barun,Besancenot,1992-11-13,2
Bodh,Straney,1992-11-13,2
Bojan,Lorch,1992-11-13,2
Branimir,Flasterstein,1992-11-13,2
Chanjung,Facello,1992-11-13,2
Cheong,Serot,1992-11-13,2
Emdad,Schiper,1992-11-13,2
Ennio,Tsukune,1992-11-13,2
Garnik,Nergos,1992-11-13,2
Giri,Shackel,1992-11-13,2
Haldon,Lovengreen,1992-11-13,2
Hideyuki,Marchegay,1992-11-13,2
Karlis,Hmelo,1992-11-13,2
Kenroku,Riefers,1992-11-13,2
Kensyu,Erol,1992-11-13,2
Kristof,Haddadi,1992-11-13,2
Lobel,Ghandeharizadeh,1992-11-13,2
Marko,Ginneken,1992-11-13,2
Marla,Chinal,1992-11-13,2
Patricio,Rosenbaum,1992-11-13,2
Premal,Serdy,1992-11-13,2
Shaz,Narlikar,1992-11-13,2
Shir,Crooks,1992-11-13,2
Slavian,Hambrick,1992-11-13,2
Stepehn,Penn,1992-11-13,2
Temple,Ramras,1992-11-13,2
Tomoyuki,Erni,1992-11-13,2
Ute,Burnard,1992-11-13,2
Anneke,Hemaspaandra,1992-11-12,2
Arch,Kawashima,1992-11-12,2
Arie,Chleq,1992-11-12,2
Baoqiu,Maccarone,1992-11-12,2
Baoqiu,Ramras,1992-11-12,2
Basant,Matteis,1992-11-12,2
Bowen,Szilard,1992-11-12,2
Breannda,Simmen,1992-11-12,2
Chaitali,Asser,1992-11-12,2
Dante,Skafidas,1992-11-12,2
Dekang,Braccini,1992-11-12,2
Dines,Serre,1992-11-12,2
Elgin,Krohn,1992-11-12,2
Gor,Versino,1992-11-12,2
Hidekazu,Merkl,1992-11-12,2
Honglan,Lunn,1992-11-12,2
Jagoda,Hopewell,1992-11-12,2
Khue,Kropp,1992-11-12,2
Kien,Feldhoffer,1992-11-12,2
Lakshmi,Demizu,1992-11-12,2
Mang,Yavatkar,1992-11-12,2
Mario,Crelier,1992-11-12,2
Marlo,Kuszyk,1992-11-12,2
Mihalis,Byoun,1992-11-12,2
Nalini,Carrere,1992-11-12,2
Premsyl,Babb,1992-11-12,2
Ramzi,Prenel,1992-11-12,2
Sachio,Passino,1992-11-12,2
Saniya,Mawatari,1992-11-12,2
Serenella,Gischer,1992-11-12,2
Shaz,Jeansoulin,1992-11-12,2
Steen,Rosen,1992-11-12,2
Stein,Stanger,1992-11-12,2
Sukumar,Biran,1992-11-12,2
Toshiko,Keirsey,1992-11-12,2
Tran,Ossenbruggen,1992-11-12,2
Tran,Trelles,1992-11-12,2
Zhanqiu,Lupu,1992-11-12,2
Ziyad,Selvestrel,1992-11-12,2
Arra,Keustermans,1992-11-11,2
Arve,Casperson,1992-11-11,2
Brendon,Turnbull,1992-11-11,2
Charmane,Kroon,1992-11-11,2
Chinhyun,Lubachevsky,1992-11-11,2
Elliott,Baca,1992-11-11,2
Feiyu,Ballarin,1992-11-11,2
Frazer,Beidas,1992-11-11,2
Geoffrey,Bouloucos,1992-11-11,2
Gill,Choobineh,1992-11-11,2
Jiafu,Chorvat,1992-11-11,2
Jianhua,Christianini,1992-11-11,2
Kish,Riesenhuber,1992-11-11,2
Kristen,Schrooten,1992-11-11,2
Leah,Whitcomb,1992-11-11,2
Lein,Zedlitz,1992-11-11,2
Lidong,Thimonier,1992-11-11,2
Lokesh,Terkki,1992-11-11,2
Mabhin,Beerel,1992-11-11,2
Muzhong,Felder,1992-11-11,2
Neelam,Schoegge,1992-11-11,2
Niteen,Hutton,1992-11-11,2
Parto,Gien,1992-11-11,2
Radoslaw,Herber,1992-11-11,2
Randy,Homond,1992-11-11,2
Sanjay,Pelz,1992-11-11,2
Shaz,Prenel,1992-11-11,2
Subbu,Theuretzbacher,1992-11-11,2
Sverrir,Farrow,1992-11-11,2
Taiji,Marakhovsky,1992-11-11,2
Teruyuki,Paciorek,1992-11-11,2
Tianruo,Orlowska,1992-11-11,2
Toney,Coombs,1992-11-11,2
Tzu,Cyne,1992-11-11,2
Yahiko,Steenbeek,1992-11-11,2
Yechezkel,Haddadi,1992-11-11,2
Yishay,Giveon,1992-11-11,2
Yongdong,Baby,1992-11-11,2
Zhigen,Dulay,1992-11-11,2
Achilleas,Varker,1992-11-10,2
Berna,Uhrig,1992-11-10,2
Bernardo,Lortz,1992-11-10,2
Bezalel,Cannata,1992-11-10,2
Bingning,Etalle,1992-11-10,2
Byong,Masand,1992-11-10,2
Chuanti,Monarch,1992-11-10,2
Dmitry,Spelt,1992-11-10,2
Feiyu,Asmuth,1992-11-10,2
Fumiko,Zwicker,1992-11-10,2
Guther,Saoudi,1992-11-10,2
Hilari,Peck,1992-11-10,2
Hongzue,Vingron,1992-11-10,2
Idoia,Kavraki,1992-11-10,2
Kristen,Cannane,1992-11-10,2
Krister,Vadhan,1992-11-10,2
Lillian,Perry,1992-11-10,2
Mantis,Seghrouchni,1992-11-10,2
Mart,Demir,1992-11-10,2
Masaru,Demke,1992-11-10,2
Moni,Oxenboll,1992-11-10,2
Nishit,Oberman,1992-11-10,2
Qiwen,Leslie,1992-11-10,2
Rosita,Luks,1992-11-10,2
Sachio,Gunderson,1992-11-10,2
Sailaja,Gelosh,1992-11-10,2
Shounak,Syrzycki,1992-11-10,2
Spyrose,Famili,1992-11-10,2
Suebskul,Kopetz,1992-11-10,2
Tru,Munoz,1992-11-10,2
Tsz,Denna,1992-11-10,2
Tzvetan,Cappelletti,1992-11-10,2
Xinglin,Penn,1992-11-10,2
Xiping,Pettit,1992-11-10,2
Abdelkader,Ecklund,1992-11-09,2
Aloys,Flexer,1992-11-09,2
Anyuan,Weiland,1992-11-09,2
Arne,Kaltofen,1992-11-09,2
Arvind,Swen,1992-11-09,2
Brendon,Eickenmeyer,1992-11-09,2
Chirstian,Hutton,1992-11-09,2
Diederik,Lagarias,1992-11-09,2
Dines,Khasidashvili,1992-11-09,2
Ebru,Anger,1992-11-09,2
Eirik,Shanbhogue,1992-11-09,2
Francoise,Sichman,1992-11-09,2
Gad,Cappello,1992-11-09,2
Gro,Speer,1992-11-09,2
Guenter,Renear,1992-11-09,2
Gully,Perko,1992-11-09,2
Hauke,Auria,1992-11-09,2
Isamu,Karnin,1992-11-09,2
Jaroslava,Velasco,1992-11-09,2
Kenroku,Perly,1992-11-09,2
Manu,Molenaar,1992-11-09,2
Marjo,Raczkowsky,1992-11-09,2
Marlo,Hiltgen,1992-11-09,2
Michaela,Uehara,1992-11-09,2
Mohua,Cooman,1992-11-09,2
Mohua,Czap,1992-11-09,2
Mrinalini,Gire,1992-11-09,2
Nathalie,Jansen,1992-11-09,2
Pantung,Gornas,1992-11-09,2
Petter,Valtorta,1992-11-09,2
Radhika,Joslin,1992-11-09,2
Richara,Demian,1992-11-09,2
Tokuyasu,Potthoff,1992-11-09,2
Tsutomu,Lund,1992-11-09,2
Wanqing,Baaz,1992-11-09,2
Xiaoheng,Baby,1992-11-09,2
Yagil,Hegner,1992-11-09,2
Aiichiro,Shumilov,1992-11-08,2
Aloke,Pleszkun,1992-11-08,2
Aram,Dulay,1992-11-08,2
Billie,Gustavson,1992-11-08,2
Boriana,Matzel,1992-11-08,2
Chuanyi,Stiles,1992-11-08,2
Danai,Serot,1992-11-08,2
Fai,Herber,1992-11-08,2
Franziska,Backhouse,1992-11-08,2
Giap,Piancastelli,1992-11-08,2
Goa,Pocchiola,1992-11-08,2
Gregory,Fandrianto,1992-11-08,2
Ibibia,Alpay,1992-11-08,2
Kannan,Walston,1992-11-08,2
Kasidit,Peac,1992-11-08,2
KayLiang,Fortenbacher,1992-11-08,2
Kerhong,Coorg,1992-11-08,2
Kiyotoshi,Gill,1992-11-08,2
Kokou,Pleszkun,1992-11-08,2
Lene,Katalagarianos,1992-11-08,2
Make,Yetim,1992-11-08,2
Mizuhito,Janocha,1992-11-08,2
Mona,Masada,1992-11-08,2
Mooi,Morrow,1992-11-08,2
Muzhong,Pokrovskii,1992-11-08,2
Quingbo,Zuberek,1992-11-08,2
Ranga,Pell,1992-11-08,2
Rildo,Cyne,1992-11-08,2
Shao,Colorni,1992-11-08,2
Shaowen,Baaleh,1992-11-08,2
Sivanarayana,Orsini,1992-11-08,2
Tommaso,Gist,1992-11-08,2
Toong,Lanphier,1992-11-08,2
Valeri,Vickson,1992-11-08,2
Vugranam,Ashish,1992-11-08,2
Xinglin,Salverda,1992-11-08,2
Zhenhua,Pocchiola,1992-11-08,2
Abdelkader,Schiettecatte,1992-11-07,2
Aiichiro,Kaiserswerth,1992-11-07,2
Alselm,Manders,1992-11-07,2
Bernd,Poehlman,1992-11-07,2
Chaoyi,Fraisse,1992-11-07,2
Chriss,Bennis,1992-11-07,2
Gal,Ranta,1992-11-07,2
Gor,Leonhardt,1992-11-07,2
Idoia,Ginneken,1992-11-07,2
Kaijung,Nyrup,1992-11-07,2
Mabhin,Ramalingam,1992-11-07,2
Maria,Takanami,1992-11-07,2
Marke,Fontet,1992-11-07,2
Marla,Ashish,1992-11-07,2
Marlo,Moffat,1992-11-07,2
Martins,Pell,1992-11-07,2
Moss,Montemayor,1992-11-07,2
Oguz,Tokunaga,1992-11-07,2
Peternela,Merkl,1992-11-07,2
Qunsheng,Coullard,1992-11-07,2
Rosalyn,Erol,1992-11-07,2
Shaunak,Bazelow,1992-11-07,2
Susanna,Cangellaris,1992-11-07,2
Tonia,Coorg,1992-11-07,2
Ulises,Rikino,1992-11-07,2
Ute,Merey,1992-11-07,2
Ute,Terkki,1992-11-07,2
Vishu,Strooper,1992-11-07,2
Willard,Bala,1992-11-07,2
Yechezkel,Ruemmler,1992-11-07,2
Yuuichi,Mapelli,1992-11-07,2
Annemarie,Marrevee,1992-11-06,2
Anoosh,Nivat,1992-11-06,2
Arvind,Fandrianto,1992-11-06,2
Bangqing,Magliocco,1992-11-06,2
Chinho,Terlouw,1992-11-06,2
Claude,Jahnichen,1992-11-06,2
Danco,Pepe,1992-11-06,2
Dhritiman,Botman,1992-11-06,2
Elvis,Zhiwei,1992-11-06,2
Genta,Rosenbaum,1992-11-06,2
Hongzue,Trogemann,1992-11-06,2
Karlis,Hellwagner,1992-11-06,2
KayLiang,Kroll,1992-11-06,2
Laurentiu,Kawashima,1992-11-06,2
Lorien,Pehl,1992-11-06,2
Marko,Molberg,1992-11-06,2
Mohan,Luders,1992-11-06,2
Nobuyoshi,Picci,1992-11-06,2
Odysseas,Brandsma,1992-11-06,2
Persi,Theuretzbacher,1992-11-06,2
Qunsheng,Melski,1992-11-06,2
Sangeeta,Zaccaria,1992-11-06,2
Sungwon,Schwaller,1992-11-06,2
Taegyun,Poulakidas,1992-11-06,2
Tomoyuki,Peyn,1992-11-06,2
Tsuneo,Waschkowski,1992-11-06,2
Weijing,Stifter,1992-11-06,2
Weiwu,Desikan,1992-11-06,2
Yongmao,Kleiser,1992-11-06,2
Yurii,Rahimi,1992-11-06,2
Zhenbing,Marsiglia,1992-11-06,2
Arnould,Alblas,1992-11-05,2
Boutros,Asmuth,1992-11-05,2
Chriss,Chepyzhov,1992-11-05,2
Chriss,Sifakis,1992-11-05,2
Danai,Radhakrishnan,1992-11-05,2
Deborah,Bharadwaj,1992-11-05,2
Fen,Nitto,1992-11-05,2
Foong,Miara,1992-11-05,2
Fumiko,Tibblin,1992-11-05,2
Gennady,Stentiford,1992-11-05,2
Gretta,Lieblein,1992-11-05,2
Hidekazu,Socorro,1992-11-05,2
Jaana,Thebaut,1992-11-05,2
Kankanahalli,Marakhovsky,1992-11-05,2
Kenton,Lowrie,1992-11-05,2
Kish,Michaels,1992-11-05,2
Lobel,Fadgyas,1992-11-05,2
Lucien,Cannata,1992-11-05,2
Maik,Paciorek,1992-11-05,2
Mototsugu,Zobel,1992-11-05,2
Nagui,Minakawa,1992-11-05,2
Navin,Bade,1992-11-05,2
Radhakrishnan,Wursthorn,1992-11-05,2
Radhia,Szilard,1992-11-05,2
Radoslaw,Orlowski,1992-11-05,2
Randi,Albarhamtoshy,1992-11-05,2
Saeed,Gerlach,1992-11-05,2
Shaowei,Trystram,1992-11-05,2
Susanta,Doering,1992-11-05,2
Sushant,Barinka,1992-11-05,2
Susumu,Ballarin,1992-11-05,2
Teiji,Demke,1992-11-05,2
Unal,Adachi,1992-11-05,2
Vasiliy,Randt,1992-11-05,2
Xinan,Takkinen,1992-11-05,2
Zine,VanScheik,1992-11-05,2
Aimee,Oberman,1992-11-04,2
Aral,Bala,1992-11-04,2
Breannda,Dayang,1992-11-04,2
Chenyi,Frijda,1992-11-04,2
Chinhyun,Hammerschmidt,1992-11-04,2
Dante,Gelosh,1992-11-04,2
Diederik,Keirsey,1992-11-04,2
Dietrich,Masamoto,1992-11-04,2
Dulce,Prochazka,1992-11-04,2
Fabrizio,Gornas,1992-11-04,2
Felicidad,Talmor,1992-11-04,2
Hatem,Trystram,1992-11-04,2
Hirochika,Rosay,1992-11-04,2
Inderjeet,Antonakopoulos,1992-11-04,2
Jiann,Marakhovsky,1992-11-04,2
Kazuyasu,Oberman,1992-11-04,2
Kenton,Greibach,1992-11-04,2
Kwangjo,Ravishankar,1992-11-04,2
Kyoichi,Lally,1992-11-04,2
Leah,Kossowski,1992-11-04,2
Leen,Antonakopoulos,1992-11-04,2
Lubomir,Bennet,1992-11-04,2
Luigi,Axelband,1992-11-04,2
Maria,Makinen,1992-11-04,2
Marin,Erdi,1992-11-04,2
Mayuko,Papsdorf,1992-11-04,2
Moheb,Rabejac,1992-11-04,2
Morrie,Milicia,1992-11-04,2
Nadjib,Marshall,1992-11-04,2
Odoardo,Kossowski,1992-11-04,2
Oscar,Morrey,1992-11-04,2
Perry,Ranai,1992-11-04,2
Rasikan,Collette,1992-11-04,2
Ronghao,Danner,1992-11-04,2
Rosella,Miara,1992-11-04,2
Sachem,Pettit,1992-11-04,2
Satyanarayana,Pocchiola,1992-11-04,2
Sushant,Raoux,1992-11-04,2
Temple,Schonegge,1992-11-04,2
Valery,Akazan,1992-11-04,2
Zhenhua,Kusakabe,1992-11-04,2
Adam,Rosis,1992-11-03,2
Alassane,Bahk,1992-11-03,2
Arco,Perelgut,1992-11-03,2
Barry,Langford,1992-11-03,2
Cheong,Bondorf,1992-11-03,2
Danai,Gerlach,1992-11-03,2
DeForest,Murtha,1992-11-03,2
Dulce,Azevdeo,1992-11-03,2
Elvia,Birta,1992-11-03,2
Etsuo,Yurek,1992-11-03,2
Genta,Swist,1992-11-03,2
Heeju,Bahl,1992-11-03,2
Herbert,Krohm,1992-11-03,2
Hideyuki,Hopewell,1992-11-03,2
Irene,Keustermans,1992-11-03,2
JoAnne,Muhlberg,1992-11-03,2
JoAnne,Wolniewicz,1992-11-03,2
Kazuhiro,Ellozy,1992-11-03,2
Kerryn,Pews,1992-11-03,2
Kwangsub,Roohalamini,1992-11-03,2
Kwok,Jeong,1992-11-03,2
Leah,Krupka,1992-11-03,2
Leucio,Georgakopoulos,1992-11-03,2
Lokesh,Chachaty,1992-11-03,2
Munenori,Rotem,1992-11-03,2
Nitsan,Georgakopoulos,1992-11-03,2
Oguz,Erol,1992-11-03,2
Qiwen,Pelc,1992-11-03,2
Rimli,Ohori,1992-11-03,2
Rosine,Langford,1992-11-03,2
Shan,Solares,1992-11-03,2
Shooichi,Falby,1992-11-03,2
Xiong,Schiper,1992-11-03,2
Xuejun,Bazzichi,1992-11-03,2
Yefim,Bultermann,1992-11-03,2
Zhiwei,Hartvigsen,1992-11-03,2
Ziyad,Takanami,1992-11-03,2
Aamer,Feinberg,1992-11-02,2
Amabile,Sewelson,1992-11-02,2
Angus,Krupka,1992-11-02,2
Arunachalam,Chiola,1992-11-02,2
Berni,Zaccaria,1992-11-02,2
Berto,Salverda,1992-11-02,2
Bokyung,Goodrum,1992-11-02,2
Christophe,Leivant,1992-11-02,2
Dekang,Ohori,1992-11-02,2
Elgin,Pollacia,1992-11-02,2
Emran,Kropf,1992-11-02,2
Feiyu,Demos,1992-11-02,2
Fun,Gire,1992-11-02,2
Gererd,Pollock,1992-11-02,2
Giao,Highland,1992-11-02,2
Halsur,Horswill,1992-11-02,2
Hiroyasu,Kruskal,1992-11-02,2
Jacqueline,Zobel,1992-11-02,2
Janalee,Muhling,1992-11-02,2
Jouni,Kroha,1992-11-02,2
Kazuhito,Yurek,1992-11-02,2
Kolar,Klyachko,1992-11-02,2
Kristen,Schieder,1992-11-02,2
Marie,Kaiser,1992-11-02,2
Patricia,Shimshoni,1992-11-02,2
Piyawadee,Bain,1992-11-02,2
Poorav,Aumann,1992-11-02,2
Shao,Camurati,1992-11-02,2
Shir,Motley,1992-11-02,2
Steve,Butner,1992-11-02,2
Sudhanshu,Quadeer,1992-11-02,2
Suzette,Picco,1992-11-02,2
Tuval,Clouatre,1992-11-02,2
Vivian,Swiss,1992-11-02,2
Yuqun,Lanzelotte,1992-11-02,2
Zeljko,Ginneken,1992-11-02,2
Zvonko,Decaestecker,1992-11-02,2
Akhilish,Irland,1992-11-01,2
Arno,Zaccaria,1992-11-01,2
Barna,Stroustrup,1992-11-01,2
Fun,Erie,1992-11-01,2
Ghassan,Schlegelmilch,1992-11-01,2
Halsur,Nollmann,1992-11-01,2
Hirochika,Juneja,1992-11-01,2
Jaber,Byoun,1992-11-01,2
Juichirou,Fargier,1992-11-01,2
Lillian,Kobara,1992-11-01,2
Marjo,Zockler,1992-11-01,2
Marko,Zongker,1992-11-01,2
Masali,Nannarelli,1992-11-01,2
Masami,Krohm,1992-11-01,2
Mizuhito,Bazzichi,1992-11-01,2
Mori,Ponthieu,1992-11-01,2
Nobuyoshi,Tomescu,1992-11-01,2
Persi,Krybus,1992-11-01,2
Pranay,Danner,1992-11-01,2
Ranga,Socorro,1992-11-01,2
Reinhold,Hutter,1992-11-01,2
Samphel,Zeidenstein,1992-11-01,2
Sastry,Ebeling,1992-11-01,2
Shawna,Ulupinar,1992-11-01,2
Shigehiro,Swift,1992-11-01,2
Shigehito,Gronowski,1992-11-01,2
Shirish,Bahi,1992-11-01,2
Shiv,Bernick,1992-11-01,2
Vasilii,Haldar,1992-11-01,2
Zhanqiu,Birta,1992-11-01,2
Abdulla,Acton,1992-10-31,2
Almudena,Ratnakar,1992-10-31,2
Annemarie,Capobianchi,1992-10-31,2
Atreyi,Luff,1992-10-31,2
Avishai,Baig,1992-10-31,2
Badri,Speel,1992-10-31,2
Baocai,Braccini,1992-10-31,2
Baziley,Koshino,1992-10-31,2
Bouchung,Schaad,1992-10-31,2
Chrisa,Ponthieu,1992-10-31,2
Dante,Lipner,1992-10-31,2
Duangkaew,Constantine,1992-10-31,2
Fay,Hegner,1992-10-31,2
Fei,Thorensen,1992-10-31,2
Franziska,Demir,1992-10-31,2
Huiqun,Masaki,1992-10-31,2
Ingemar,Nivat,1992-10-31,2
Jaber,Pappas,1992-10-31,2
Jaideep,Suri,1992-10-31,2
Janalee,Levergood,1992-10-31,2
Jovan,Brlek,1992-10-31,2
Kien,Poulakidas,1992-10-31,2
Kolar,Bellmore,1992-10-31,2
Kristian,Yamaashi,1992-10-31,2
Lalit,Henseler,1992-10-31,2
Lena,Reghbati,1992-10-31,2
Maja,Schnabel,1992-10-31,2
Marsal,Brodie,1992-10-31,2
Moriyoshi,Iivonen,1992-10-31,2
Pintsang,Begiun,1992-10-31,2
Qunsheng,Horswill,1992-10-31,2
Rosalie,Provine,1992-10-31,2
Sadun,Waymire,1992-10-31,2
Serap,Piancastelli,1992-10-31,2
Shin,Luders,1992-10-31,2
Srinidhi,Candan,1992-10-31,2
Supot,Erde,1992-10-31,2
Susuma,Poujol,1992-10-31,2
Taisook,Decleir,1992-10-31,2
Toney,Pouyioutas,1992-10-31,2
Toshimi,Gist,1992-10-31,2
Tru,Danner,1992-10-31,2
Tua,Hiyoshi,1992-10-31,2
Unal,Varker,1992-10-31,2
Vugranam,Kakkad,1992-10-31,2
Zhigen,Pagter,1992-10-31,2
Aiichiro,Candan,1992-10-30,2
Arnd,Leslie,1992-10-30,2
Avishai,Shimshoni,1992-10-30,2
Dekang,Nastansky,1992-10-30,2
Genki,Wrigley,1992-10-30,2
Guoxiang,Serov,1992-10-30,2
Henk,Awdeh,1992-10-30,2
Hugo,Delgrange,1992-10-30,2
Jeanna,Feldmann,1992-10-30,2
Jiang,Rodiger,1992-10-30,2
Kousuke,Markovitch,1992-10-30,2
Kristina,Gaughan,1992-10-30,2
Lenore,Lukaszewicz,1992-10-30,2
Mari,Zweizig,1992-10-30,2
Marke,Vadhan,1992-10-30,2
Marko,Peek,1992-10-30,2
Martien,Murtagh,1992-10-30,2
Martijn,Schach,1992-10-30,2
Paraskevi,Delgrange,1992-10-30,2
Phillip,Speckmann,1992-10-30,2
Reinhold,Cherinka,1992-10-30,2
Rosine,Azumi,1992-10-30,2
Shakhar,Ermel,1992-10-30,2
Shaowei,Lanzelotte,1992-10-30,2
Shir,Kandlur,1992-10-30,2
Shuichi,Coors,1992-10-30,2
Shuky,Gluchowski,1992-10-30,2
Slavian,Siksek,1992-10-30,2
Waiman,Birjandi,1992-10-30,2
Wuxu,Kossowski,1992-10-30,2
Yannik,Shokrollahi,1992-10-30,2
Youjian,Straney,1992-10-30,2
Zine,Ghazalie,1992-10-30,2
Zine,Yurov,1992-10-30,2
Zvonko,Lakshmanan,1992-10-30,2
Aamod,Anick,1992-10-29,2
Adin,Gihr,1992-10-29,2
Apostol,Socorro,1992-10-29,2
Arco,Kugler,1992-10-29,2
Arup,Jakobus,1992-10-29,2
Ayakannu,Decleir,1992-10-29,2
Baoqiu,Hainaut,1992-10-29,2
Carrsten,Hitomi,1992-10-29,2
Dayanand,Jullig,1992-10-29,2
Diederik,Katiyar,1992-10-29,2
Dipayan,Oaver,1992-10-29,2
Domenick,Barriga,1992-10-29,2
Duri,Suri,1992-10-29,2
Frederique,Tanemo,1992-10-29,2
Fun,Shobatake,1992-10-29,2
Gro,Rohrbach,1992-10-29,2
Jiakeng,Clemencon,1992-10-29,2
Katsuyuki,Reinhart,1992-10-29,2
Kristina,Hofman,1992-10-29,2
Lein,Jording,1992-10-29,2
Licheng,Lorho,1992-10-29,2
Limsoon,Perry,1992-10-29,2
Mang,Horswill,1992-10-29,2
Mantis,Bamford,1992-10-29,2
Marco,Eickenmeyer,1992-10-29,2
Marin,Nilsson,1992-10-29,2
Masako,Schaap,1992-10-29,2
Mechthild,Miake,1992-10-29,2
Mori,Bresenham,1992-10-29,2
Nagui,Foote,1992-10-29,2
Rosine,Lindqvist,1992-10-29,2
Satoru,Shiratori,1992-10-29,2
Teruyuki,Farrel,1992-10-29,2
Tomokazu,Orsini,1992-10-29,2
True,Herber,1992-10-29,2
Ugo,Buescher,1992-10-29,2
Uta,Taubenfeld,1992-10-29,2
Wayne,Wroclawski,1992-10-29,2
Xinan,Morrin,1992-10-29,2
Abdelghani,Fraisse,1992-10-28,2
Babette,Kulisch,1992-10-28,2
Barun,Kusalik,1992-10-28,2
Bedrich,Irland,1992-10-28,2
Bernd,Shackell,1992-10-28,2
Chuanyi,Luon,1992-10-28,2
Danel,Luan,1992-10-28,2
Danil,Pouyioutas,1992-10-28,2
Geraldo,Carrere,1992-10-28,2
Giri,Jiafu,1992-10-28,2
Gretta,Luce,1992-10-28,2
Heather,Cooman,1992-10-28,2
Hongzhu,Mungall,1992-10-28,2
Houman,Larfeldt,1992-10-28,2
Hsiangchu,Stille,1992-10-28,2
Ipke,Litecky,1992-10-28,2
Jouko,Facello,1992-10-28,2
Kenroku,Perez,1992-10-28,2
Kirk,Taubman,1992-10-28,2
Kristinn,Makrucki,1992-10-28,2
Lansing,Kusalik,1992-10-28,2
Mabhin,Jeansoulin,1992-10-28,2
Mabry,Lorys,1992-10-28,2
Mario,Pettit,1992-10-28,2
Martijn,Michaels,1992-10-28,2
Mohan,Validov,1992-10-28,2
Moheb,Munro,1992-10-28,2
Moss,Foote,1992-10-28,2
Poorav,Slaats,1992-10-28,2
Pranay,Chartres,1992-10-28,2
Rafols,Madeira,1992-10-28,2
Reinhard,Ratnaker,1992-10-28,2
Remzi,Kulisch,1992-10-28,2
Roddy,Mahnke,1992-10-28,2
Saddek,Weiland,1992-10-28,2
Shahid,Maraist,1992-10-28,2
Shir,Plumb,1992-10-28,2
Siddarth,Vakili,1992-10-28,2
Steen,Maquelin,1992-10-28,2
Sven,Usdin,1992-10-28,2
Taiji,Koshino,1992-10-28,2
Tetsurou,Demri,1992-10-28,2
Tonny,Tasistro,1992-10-28,2
Tru,Sinitsyn,1992-10-28,2
Unal,Zastre,1992-10-28,2
Zhiwei,Klerer,1992-10-28,2
Anoosh,Babu,1992-10-27,2
Arto,Brickell,1992-10-27,2
Bader,Lakshmanan,1992-10-27,2
Barton,Nannarelli,1992-10-27,2
Christ,Talmon,1992-10-27,2
Chuanti,Preusig,1992-10-27,2
Danai,Yoshimura,1992-10-27,2
Dekang,Shanbhogue,1992-10-27,2
Divine,Shrader,1992-10-27,2
Ebbe,Renear,1992-10-27,2
Eckart,Luke,1992-10-27,2
Falguni,Farrar,1992-10-27,2
Gina,Diderrich,1992-10-27,2
Gio,Frijda,1992-10-27,2
Guozhong,Gecsei,1992-10-27,2
Ioana,Gilg,1992-10-27,2
Jasminko,Cronan,1992-10-27,2
Lansing,Picel,1992-10-27,2
Maris,Lienhardt,1992-10-27,2
Mark,Terwilliger,1992-10-27,2
Martial,Rossi,1992-10-27,2
Masato,Pelz,1992-10-27,2
Menkae,Einsfeld,1992-10-27,2
Mountaz,Morris,1992-10-27,2
Saeko,Hashii,1992-10-27,2
Shawna,Valiente,1992-10-27,2
Shmuel,Schnabel,1992-10-27,2
Shooichi,Hartvigsen,1992-10-27,2
Shooichi,Huxford,1992-10-27,2
Shuzo,Rassart,1992-10-27,2
Teiji,Karunanithi,1992-10-27,2
Tremaine,McClurg,1992-10-27,2
Uma,Lowrie,1992-10-27,2
Vishv,Schaaf,1992-10-27,2
Volkmar,Beetstra,1992-10-27,2
Yishai,Gyimothy,1992-10-27,2
Ziva,Frolund,1992-10-27,2
Adam,Reeken,1992-10-26,2
Alair,Baaleh,1992-10-26,2
Arch,Walstra,1992-10-26,2
Arco,Waleschkowski,1992-10-26,2
Baoqiu,Bade,1992-10-26,2
Bingning,Pearson,1992-10-26,2
Byong,Uchoa,1992-10-26,2
Eckart,Kermarrec,1992-10-26,2
Elgin,Akazan,1992-10-26,2
Fan,Bala,1992-10-26,2
Gay,Knightly,1992-10-26,2
Gurbir,Cmelik,1992-10-26,2
Guttorm,Walstra,1992-10-26,2
Hatim,Begiun,1992-10-26,2
Hiroyasu,Wursthorn,1992-10-26,2
Jinxi,Mandell,1992-10-26,2
Kazuhira,Spelt,1992-10-26,2
Laurentiu,Heemskerk,1992-10-26,2
